countryname,countrycode,ISO,region,income level,entity,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Guyana,GUY,328,Latin America & Caribbean,High income: nonOECD,country,50.16660109,50.14964762,50.13362551,50.12401295,50.12756025,50.14722185,50.18933103,50.24896352,50.30614586,50.33374148,50.31564449,50.24132899,50.12426494,50.00020807,49.91749141,49.90684535,49.97962738,50.11797572,50.28872504,50.44756338,50.56584297,50.63460992,50.66508289,50.67372147,50.68601917,50.72002489,50.78070614,50.85949253,50.94465431,51.01736761,51.06236169,51.07971824,51.07292011,51.03387923,50.95377681,50.82985296,50.65167702,50.42992203,50.20737377,50.04073284,49.9668561,50.00477688,50.1355794,50.31197099,50.46445385,50.54350534,50.53213304,50.44793854,50.31680426,50.17882142,50.06278522,49.9745331,49.90480083,49.8488239,49.79768109,49.74494352
Haiti,HTI,332,Latin America & Caribbean,High income: nonOECD,country,50.9217932,50.89714033,50.874137,50.85302841,50.83401089,50.81731241,50.80250475,50.78977067,50.78040762,50.77608996,50.77758138,50.78519231,50.79765277,50.81222137,50.8254047,50.8347572,50.83955648,50.84045098,50.83811725,50.83372782,50.82809617,50.82145018,50.81357421,50.80433809,50.79348368,50.7809754,50.76677373,50.75134554,50.735674,50.72097944,50.70804775,50.69715276,50.68795423,50.67989004,50.6721446,50.66419806,50.65594985,50.64762448,50.63933041,50.63125298,50.62353188,50.61613581,50.60899932,50.60221878,50.59588678,50.59004736,50.58491549,50.5804462,50.57620042,50.57159006,50.56631669,50.56014407,50.55348384,50.54744643,50.54348602,50.54253699
Honduras,HND,340,Latin America & Caribbean,High income: nonOECD,country,49.68419339,49.69346354,49.70231974,49.71060229,49.71819251,49.72509571,49.73118302,49.7364344,49.74132121,49.7462609,49.75155213,49.75745036,49.76371228,49.76965293,49.77437371,49.77741024,49.77857226,49.77843887,49.77825797,49.77956639,49.78321509,49.78955397,49.79797306,49.80745272,49.81666691,49.82482331,49.8317035,49.83780118,49.84392715,49.85111612,49.86002464,49.87056268,49.88231619,49.89501775,49.90832156,49.92191211,49.93581196,49.9498117,49.96318711,49.97504307,49.98479917,49.99234066,49.99791506,50.00190151,50.00478281,50.00695476,50.00851288,50.00948311,50.01011093,50.01068657,50.01140078,50.01237303,50.01364377,50.01523113,50.01715718,50.01941781
Hong Kong,HKG,344,East Asia & Pacific,Upper middle income,country,48.69381537,48.68870735,48.67663731,48.67160473,48.68984525,48.73889149,48.82547408,48.9402056,49.05482498,49.12889725,49.133507,49.06263754,48.93108013,48.75696669,48.56597554,48.3790443,48.19897753,48.02941902,47.88870133,47.79502172,47.7574973,47.78072137,47.85782165,47.97201396,48.09989483,48.22478803,48.34176999,48.45667143,48.57635156,48.71171923,48.87047608,49.05118113,49.25032665,49.469811,49.71020495,49.96829684,50.24234538,50.5246306,50.80074321,51.05709483,51.28805151,51.49179307,51.67392562,51.84579324,52.02130171,52.20788122,52.40941344,52.6183219,52.8160519,52.97815959,53.08869433,53.14148029,53.14499389,53.11627836,53.07919654,53.05091958
Hungary,HUN,348,Europe & Central Asia,Upper middle income,country,51.78280358,51.77574711,51.74874638,51.70893581,51.66721785,51.63152703,51.60351117,51.58085855,51.56284037,51.54767906,51.53411326,51.52291459,51.51497698,51.50927323,51.50439591,51.49961902,51.49390848,51.48829098,51.48652579,51.49363837,51.51291632,51.54612861,51.59163708,51.64513874,51.70017884,51.75187684,51.79821786,51.84040547,51.88046296,51.92177527,51.96668561,52.01538096,52.06631457,52.11809919,52.16886491,52.21726365,52.26283315,52.30568583,52.34576464,52.38312083,52.41765227,52.44932855,52.47768487,52.50166371,52.51989851,52.53148684,52.53601716,52.53394777,52.52639642,52.51495498,52.50089544,52.48466139,52.46626594,52.44605097,52.42428869,52.40127801
Iceland,ISL,352,Europe & Central Asia,Upper middle income,country,49.48552871,49.47293781,49.46506789,49.46037752,49.45687779,49.45253861,49.44725165,49.44161819,49.43596782,49.43225992,49.43099534,49.43250423,49.43631235,49.44319352,49.45350753,49.46778737,49.48583316,49.50752222,49.53195934,49.55790983,49.58509953,49.61284026,49.64074451,49.6680234,49.6930613,49.71563019,49.73519835,49.75189069,49.766592,49.78015138,49.79319546,49.80515721,49.81588719,49.82677994,49.84087915,49.85866728,49.88244616,49.91018996,49.93468037,49.94611604,49.93848101,49.91004693,49.86491904,49.81126477,49.76047822,49.72046707,49.69240944,49.67437749,49.66826112,49.67550646,49.69595211,49.73180077,49.78061699,49.833739,49.87840571,49.90665554
India,IND,356,South Asia,Low income,country,48.39991905,48.37483119,48.35111459,48.32897438,48.30861529,48.29014131,48.27376873,48.25941415,48.24655938,48.23454222,48.22301248,48.2116706,48.20089744,48.19178072,48.18568727,48.18338325,48.1849552,48.18967665,48.19647779,48.20398842,48.21121939,48.21784952,48.22395495,48.22947041,48.23443289,48.23883053,48.24266054,48.24575564,48.24778673,48.24836782,48.24730211,48.24448925,48.24017793,48.23493839,48.22950192,48.22435933,48.21969148,48.21534094,48.21104216,48.20640635,48.20119217,48.19553409,48.18963487,48.18344531,48.17690321,48.17006874,48.1628209,48.15546109,48.14893954,48.14444823,48.14274608,48.14413583,48.14822085,48.15419275,48.16092774,48.1676416
Indonesia,IDN,360,East Asia & Pacific,Upper middle income,country,50.29554798,50.27946687,50.26259209,50.24552928,50.2289994,50.21347658,50.19911155,50.18575047,50.17316099,50.16100703,50.14906068,50.13730517,50.12581952,50.11459584,50.10363689,50.09294918,50.08182593,50.07016422,50.05909998,50.05008625,50.04366319,50.04200158,50.0438157,50.04265796,50.03042916,50.00292918,49.95690343,49.89733994,49.837716,49.79533643,49.78085512,49.79758279,49.83866526,49.89207498,49.94165306,49.97629112,49.99352838,49.99684699,49.98868282,49.97324127,49.95361076,49.93068283,49.90376852,49.87266248,49.83686869,49.79666124,49.75163303,49.70378158,49.65847642,49.62242892,49.59997206,49.59279641,49.59877959,49.61367666,49.63156125,49.64825358
Iran,IRN,364,Middle East & North Africa,Upper middle income,country,48.68005773,48.66008286,48.64276703,48.62848581,48.61780116,48.61091008,48.60710293,48.60558788,48.60621544,48.60887025,48.61307306,48.62165497,48.63381786,48.64212268,48.63744717,48.61578424,48.572998,48.51647879,48.46631329,48.44679105,48.47092013,48.54158925,48.64592124,48.76234869,48.86532549,48.93999769,48.98328496,49.00371875,49.01299287,49.02594652,49.05165992,49.091141,49.13960666,49.19252849,49.24288535,49.284818,49.32083041,49.3515275,49.36788373,49.3591067,49.32032714,49.24569771,49.14360568,49.03986998,48.96834629,48.95104775,48.99595709,49.09151743,49.21606085,49.33922651,49.43958977,49.51206317,49.56309386,49.59728237,49.62272939,49.64534372
Iraq,IRQ,368,Middle East & North Africa,Upper middle income,country,49.7016568,49.63419793,49.56692667,49.5009199,49.43719682,49.37662604,49.31998192,49.26765868,49.21953398,49.1751878,49.1342997,49.09867526,49.06872232,49.04159547,49.01386137,48.98443548,48.94983053,48.91372657,48.88941216,48.89294768,48.93259226,49.01114338,49.11907822,49.23787558,49.34446784,49.42415434,49.47345516,49.49872402,49.50765135,49.51114686,49.51659057,49.52477618,49.53298101,49.54051282,49.5460296,49.54867154,49.54926799,49.5484298,49.54508693,49.53787912,49.52628344,49.50976953,49.4896105,49.46903341,49.45199052,49.44082608,49.43632934,49.4368998,49.43958555,49.44054237,49.4373522,49.4296461,49.41873233,49.40599928,49.39321656,49.3814978
Ireland,IRL,372,Europe & Central Asia,Upper middle income,country,49.69800206,49.7320394,49.75015434,49.75696623,49.75964826,49.76346678,49.76999705,49.77774848,49.78521443,49.78983261,49.78999701,49.78616267,49.77992019,49.77214311,49.76390665,49.75633527,49.74916153,49.74318808,49.74150314,49.74789112,49.76465123,49.79246928,49.82990181,49.87455606,49.92310744,49.97296519,50.02365179,50.07508939,50.12544066,50.17233725,50.21380223,50.24836561,50.27560183,50.295809,50.30991964,50.31858544,50.32318848,50.32341869,50.31651081,50.29877408,50.26877004,50.22462073,50.17008916,50.11583807,50.07521045,50.05633133,50.06241351,50.08806885,50.1225072,50.1518338,50.16704445,50.16586018,50.15191089,50.12978289,50.10673422,50.08820584
Isle of Man,IMN,833,Europe & Central Asia,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,376,Middle East & North Africa,Upper middle income,country,49.29486753,49.33534044,49.38661063,49.43952046,49.48301414,49.51148252,49.52338213,49.52408813,49.5232735,49.53328851,49.56153849,49.60846783,49.66856399,49.73572128,49.80270475,49.86477901,49.922717,49.97706002,50.02367526,50.05766406,50.07644204,50.08020402,50.07211191,50.05654085,50.03910385,50.02467681,50.0115215,50.0009251,50.00337928,50.03147143,50.09122812,50.18416063,50.30057315,50.4225325,50.52993851,50.61122113,50.66513021,50.69720319,50.71240626,50.71757958,50.71766834,50.71261244,50.7015864,50.68741357,50.6733879,50.66156325,50.65351698,50.64818007,50.64189784,50.62986681,50.60913421,50.57903036,50.54140571,50.49900113,50.4556405,50.41412266
Italy,ITA,380,Europe & Central Asia,Upper middle income,country,51.35062358,51.344422,51.33951363,51.33460052,51.32776813,51.31786742,51.30461846,51.28911757,51.27326342,51.2596074,51.25001238,51.24445868,51.24248449,51.24483079,51.25228144,51.26499883,51.28410033,51.30850521,51.33357274,51.3531155,51.36301285,51.36128807,51.34996302,51.33383206,51.319786,51.31275759,51.31412872,51.32232939,51.33573589,51.35160139,51.36780853,51.38367586,51.399552,51.41548012,51.43176205,51.44834214,51.4661623,51.48436976,51.49905615,51.50498598,51.49895933,51.47851401,51.44627996,51.41023492,51.38111403,51.36604949,51.36785372,51.3832886,51.40596724,51.42659492,51.4385101,51.43998325,51.43315905,51.41993218,51.40357285,51.38656287
Jamaica,JAM,388,Latin America & Caribbean,High income: nonOECD,country,51.87968219,51.99790143,52.10906115,52.18770654,52.20353634,52.13985651,51.98547813,51.75604656,51.49462059,51.2594737,51.09031774,51.0013193,50.97607947,50.98643244,50.99257242,50.96762364,50.90791088,50.82490138,50.7262035,50.62420762,50.5291635,50.43886058,50.35310071,50.2851695,50.25068757,50.25811549,50.31290887,50.40692812,50.51816424,50.6160737,50.6786805,50.70018418,50.68778343,50.64875134,50.59501732,50.53624364,50.47079615,50.3985694,50.33200547,50.28645649,50.27135547,50.2927635,50.34471582,50.40989499,50.46416188,50.49090925,50.48486983,50.45252432,50.40326142,50.35135506,50.30721353,50.27267528,50.24493615,50.22427039,50.2100204,50.20149749
Japan,JPN,392,East Asia & Pacific,Upper middle income,country,50.9405199,50.94366042,50.94508969,50.94597469,50.94807787,50.95232008,50.95978837,50.96922326,50.97657795,50.97661075,50.96625234,50.94404923,50.91265159,50.87800166,50.84789904,50.82754793,50.81861202,50.81908961,50.82594968,50.83468534,50.84215105,50.84738504,50.85156291,50.85620459,50.86359522,50.87515393,50.89162549,50.91189333,50.93331264,50.95224215,50.96623755,50.97419795,50.97736403,50.97848715,50.9814914,50.98915794,51.00217904,51.01960901,51.04056193,51.06353669,51.08730903,51.11180377,51.13708759,51.16222167,51.18609841,51.2079572,51.22737693,51.24453698,51.26005848,51.27490005,51.28977973,51.30483549,51.31989764,51.33501318,51.35016829,51.36534327
Jordan,JOR,400,Middle East & North Africa,Upper middle income,country,47.7030987,47.71180687,47.73048548,47.76083302,47.80365938,47.8565777,47.91270971,47.96692552,48.01943869,48.0726835,48.12756342,48.18814612,48.2501504,48.29857575,48.31458404,48.28713212,48.21554852,48.1089689,47.97942107,47.84330257,47.71400509,47.59329829,47.48267131,47.39217981,47.33121242,47.30317638,47.31113897,47.34875093,47.39932821,47.44194206,47.46429383,47.46221949,47.44502055,47.42894066,47.43241152,47.4651853,47.52979522,47.61953583,47.72326316,47.82487197,47.91277397,47.98398096,48.04292828,48.09369805,48.14229857,48.19256844,48.24214886,48.28909974,48.33728922,48.39158016,48.45425958,48.52705569,48.60627374,48.68319872,48.74720253,48.79202143
Kazakhstan,KAZ,398,Europe & Central Asia,Upper middle income,country,51.85220644,51.85193794,51.848352,51.84320498,51.83847825,51.83532187,51.83455864,51.83562651,51.83667165,51.83522557,51.8298867,51.81959307,51.80565779,51.79173994,51.78258714,51.78106178,51.78817872,51.80181862,51.81785952,51.83069021,51.83632727,51.83476399,51.82729952,51.81315134,51.79168067,51.76319369,51.72715867,51.68570786,51.64483562,51.61193559,51.59209359,51.58565602,51.59141038,51.61067394,51.64465783,51.69348219,51.75977239,51.84170415,51.92846806,52.00397822,52.05547401,52.07691496,52.07116233,52.04517718,52.00992855,51.97352378,51.93752871,51.90061187,51.86429149,51.8298266,51.79831256,51.77086564,51.74812167,51.72996406,51.7158416,51.70524906
Kenya,KEN,404,Sub-Saharan Africa,Upper middle income,country,49.84762086,49.87828654,49.91116556,49.94469842,49.97691344,50.00654413,50.03325526,50.0574278,50.07939251,50.09966675,50.11853402,50.13601997,50.15186832,50.16580459,50.17749255,50.18677184,50.1938486,50.1989752,50.20221332,50.20363423,50.20340663,50.201622,50.19865285,50.19525713,50.19227826,50.19023471,50.18902384,50.18841699,50.18854739,50.1895251,50.1912653,50.1936838,50.19631036,50.19825566,50.19847536,50.1962424,50.19194568,50.18571197,50.17648463,50.16302303,50.14491811,50.12183931,50.09517319,50.06817217,50.04479424,50.0275255,50.01715675,50.01252868,50.01172719,50.01216196,50.01216887,50.01130856,50.01034483,50.01029573,50.01253244,50.01783702
Kiribati,KIR,296,East Asia & Pacific,Upper middle income,country,50.64994907,50.64007004,50.63031031,50.62201388,50.61421275,50.60596276,50.59943954,50.59248555,50.58818765,50.58346421,50.58127039,50.57862361,50.57456032,50.57364052,50.58107462,50.59906832,50.628796,50.66795741,50.70581299,50.72723854,50.72463768,50.69424813,50.64020487,50.57642487,50.52255927,50.48901665,50.48153971,50.49359222,50.51516555,50.52989571,50.52961567,50.51019024,50.47811376,50.445049,50.42778517,50.43678516,50.47587666,50.53872054,50.61062338,50.67434825,50.71914319,50.740758,50.74361998,50.73572425,50.72836711,50.72729045,50.73469344,50.74758592,50.76140069,50.77063819,50.77156886,50.76340983,50.74939036,50.73150059,50.71422106,50.70047944
Korea,PRK,408,East Asia & Pacific,Upper middle income,country,53.78948457,53.68048585,53.59332936,53.51598404,53.43198218,53.33146205,53.21531047,53.09082876,52.96311284,52.83808432,52.71961222,52.60723762,52.50050034,52.40202189,52.31446467,52.23878845,52.17526374,52.1216701,52.07355998,52.02546789,51.97386141,51.91809042,51.85962127,51.79980564,51.74051034,51.68301097,51.62763626,51.57421817,51.52292301,51.47394447,51.42767627,51.38365247,51.34242681,51.30640175,51.27846189,51.26010457,51.25220573,51.25299753,51.25809836,51.26169814,51.25979971,51.25097419,51.23663474,51.21912402,51.20193935,51.18750746,51.17625662,51.16721194,51.15969924,51.15262693,51.145209,51.13740172,51.12948557,51.12140829,51.11314795,51.10470681
Kuwait,KWT,414,Middle East & North Africa,Upper middle income,country,36.63508448,36.58001826,36.68177383,36.9895065,37.54445181,38.33229982,39.2917992,40.33535269,41.39227436,42.39201241,43.28538065,44.11090481,44.85899576,45.4155459,45.6602315,45.55478711,45.1169604,44.45564081,43.72902468,43.11182368,42.70729343,42.48011716,42.38475694,42.46947904,42.78433218,43.32676394,44.12832156,45.08907949,45.97359991,46.54171471,46.66611943,46.26946206,45.36717902,44.06442383,42.66504166,41.5395921,40.93262983,40.80163392,40.97479005,41.18777089,41.28610447,41.24145361,41.12828473,41.03467903,41.08045629,41.32706074,41.76688995,42.3164661,42.87240924,43.33063889,43.64147028,43.80888255,43.87204163,43.86890463,43.8435638,43.82396204
Kyrgyz Republic,KGZ,417,Europe & Central Asia,Upper middle income,country,52.56133487,52.51921773,52.47413328,52.43009596,52.39129178,52.35936046,52.33726339,52.32195766,52.30255011,52.26556014,52.20349206,52.11364024,52.00277476,51.88434748,51.77590134,51.68892037,51.62548718,51.58072938,51.55022295,51.52739353,51.50716789,51.48971222,51.47506571,51.45833128,51.43379027,51.39798251,51.34990758,51.29171448,51.22684302,51.15972024,51.09336621,51.02749348,50.96159559,50.89832315,50.84140292,50.79365045,50.75765091,50.73250793,50.71350762,50.69406158,50.66994965,50.63791868,50.60019861,50.56452684,50.54190879,50.53930528,50.56071214,50.60072439,50.64589237,50.67851109,50.68727312,50.66835895,50.62805516,50.57757996,50.53211051,50.50175405
Lao PDR,LAO,418,East Asia & Pacific,Upper middle income,country,50.85756982,50.84799752,50.83541895,50.81999826,50.80193762,50.78143669,50.75886339,50.73442152,50.7081257,50.67992083,50.65001257,50.61845158,50.58575382,50.55292118,50.52086262,50.48981844,50.45958888,50.42953966,50.39897021,50.36730195,50.33444513,50.30214886,50.27102191,50.23901304,50.20330393,50.16291478,50.11608277,50.06590389,50.0213139,49.99315473,49.98737005,50.00678249,50.04610881,50.09367796,50.13493411,50.16128787,50.1679821,50.16035803,50.1516339,50.15928787,50.19359413,50.2589728,50.34714322,50.44051778,50.51556011,50.55663939,50.55921239,50.53072294,50.48235538,50.42964152,50.38332132,50.34552873,50.3131136,50.28476509,50.25782967,50.23057111
Latvia,LVA,428,Europe & Central Asia,Upper middle income,country,55.8020942,55.6589482,55.48220242,55.28705552,55.0944098,54.9191844,54.76448354,54.62662823,54.50516911,54.3981446,54.30406302,54.22301086,54.15572515,54.1019137,54.06108647,54.03221047,54.0150988,54.00776093,54.00504819,54.00044919,53.98912309,53.97131624,53.94793285,53.9160773,53.87257284,53.81678872,53.74496445,53.66147102,53.58274864,53.52947112,53.51482835,53.54589846,53.61723214,53.71347772,53.80978553,53.88615218,53.93431653,53.95908533,53.96823556,53.97563855,53.99161958,54.01772598,54.04995228,54.08715379,54.12663635,54.16588292,54.20568822,54.24582915,54.28112386,54.30459541,54.31124998,54.29801697,54.26637998,54.22154756,54.17185679,54.12389628
Lebanon,LBN,422,Middle East & North Africa,Upper middle income,country,49.71519624,49.7012504,49.68227932,49.65969465,49.63516773,49.60996084,49.58678111,49.56645286,49.54660069,49.52419545,49.49893423,49.46585377,49.43012145,49.41159301,49.43445147,49.51226718,49.6537434,49.84878506,50.06896684,50.27186557,50.42536466,50.51585528,50.55307545,50.55540783,50.55115253,50.56002164,50.58798262,50.62720279,50.66673712,50.68954631,50.68417943,50.64303991,50.57422955,50.49895514,50.44262395,50.41804493,50.43640877,50.48533895,50.52553662,50.50333248,50.38771334,50.17591428,49.90385603,49.62050151,49.37313484,49.18468521,49.04744616,48.94977904,48.90252541,48.9202825,49.00589234,49.15658652,49.34575917,49.5312834,49.67856929,49.77511403
Lesotho,LSO,426,Sub-Saharan Africa,Upper middle income,country,53.33540049,53.43242679,53.53913665,53.63970515,53.71474637,53.75231315,53.7455765,53.7020635,53.64210607,53.59217963,53.56845307,53.57751698,53.60887061,53.64101079,53.64575353,53.60607089,53.51548208,53.38548819,53.23749818,53.09892514,52.98595766,52.90640519,52.84954485,52.79112152,52.69960396,52.55631343,52.35759992,52.11801527,51.86063525,51.61707229,51.41092459,51.24338104,51.11018092,51.02048529,50.98312115,51.00038544,51.07804009,51.20589223,51.35170001,51.47336613,51.5420275,51.54740423,51.49955873,51.41527867,51.32015929,51.23265436,51.15657267,51.08613171,51.01911881,50.95078258,50.87815194,50.80188888,50.72479829,50.64825274,50.5739388,50.50285196
Liberia,LBR,430,Sub-Saharan Africa,Upper middle income,country,49.28948491,49.38902747,49.48332304,49.5710303,49.65051704,49.72082288,49.78181319,49.83450167,49.88030684,49.92095019,49.95780882,49.99128773,50.02143779,50.04841177,50.07241322,50.09357409,50.1122901,50.12877592,50.14296981,50.1546454,50.16366988,50.17007384,50.17435822,50.17753068,50.18085945,50.18516985,50.19029239,50.19588344,50.20240266,50.21038662,50.21972279,50.23140664,50.24424845,50.2529221,50.24995691,50.23109051,50.19681036,50.15334272,50.10806912,50.06625318,50.02911512,49.99536477,49.96282574,49.93015861,49.89664462,49.86274331,49.82938451,49.79744982,49.76750594,49.7395524,49.71326355,49.68827628,49.66439189,49.64147405,49.6195202,49.59861777
Libya,LBY,434,Middle East & North Africa,Upper middle income,country,48.68455906,48.66375174,48.64795898,48.6344231,48.61907142,48.59901412,48.57516172,48.54782906,48.51364412,48.46875645,48.41150396,48.33983583,48.25640274,48.16888125,48.08618292,48.01238114,47.95524275,47.90967963,47.85465158,47.76503971,47.63009102,47.4446748,47.22806267,47.02037267,46.868424,46.79835496,46.81451813,46.8979035,47.02162153,47.15100335,47.26277783,47.35369098,47.43105601,47.49636291,47.55337387,47.60528572,47.65049671,47.68908924,47.72764139,47.77445593,47.83492066,47.9115112,48.00203539,48.10139333,48.20236764,48.30032286,48.39080578,48.47616917,48.5664595,48.67567663,48.8125902,48.9840589,49.1843353,49.39338368,49.58025136,49.72085414
Liechtenstein,LIE,438,Europe & Central Asia,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,440,Europe & Central Asia,Upper middle income,country,53.89988296,53.80048102,53.69783378,53.5957605,53.49909944,53.41106531,53.332117,53.26122303,53.19803416,53.14190804,53.09234828,53.04922566,53.01238958,52.98123886,52.95502801,52.9329639,52.9147043,52.89967685,52.88669012,52.87429715,52.8614632,52.84860002,52.83583975,52.82158047,52.80394613,52.78217469,52.75513286,52.72482095,52.69726608,52.68013696,52.67871173,52.69466112,52.72619289,52.77045738,52.82285358,52.87960929,52.9405102,53.00603187,53.07337669,53.13909408,53.20076194,53.25530519,53.30307694,53.34932458,53.40200269,53.46660812,53.54673942,53.63948946,53.73575766,53.82201564,53.88814971,53.92899678,53.94742774,53.95086055,53.95166206,53.95922395
Luxembourg,LUX,442,Europe & Central Asia,Upper middle income,country,50.61159746,50.69619017,50.73868739,50.75479673,50.76719585,50.79233351,50.83493522,50.88845738,50.94288496,50.98336617,51.00052109,50.99028706,50.95969957,50.9226735,50.89808935,50.89862819,50.92732561,50.97823998,51.04492658,51.11730997,51.18721913,51.25541766,51.32211078,51.3773573,51.40939597,51.41025501,51.3749722,51.30848148,51.22408231,51.14056361,51.071147,51.01991692,50.98339295,50.95651034,50.93171252,50.9038388,50.87125604,50.83648035,50.80196322,50.77214885,50.74878413,50.73239769,50.72014676,50.70698671,50.68632615,50.65360262,50.61003639,50.55729348,50.49342478,50.41601428,50.32477569,50.21837336,50.10131855,49.98596034,49.88689714,49.81308741
"Macao SAR, China",MAC,446,East Asia & Pacific,Upper middle income,country,51.86753453,51.79204614,51.57077752,51.25461704,50.90394536,50.56014692,50.22755253,49.90979415,49.63205681,49.41706412,49.27309888,49.20651801,49.20757269,49.24756274,49.28676911,49.29677334,49.26580322,49.20752147,49.14995587,49.13585631,49.19426891,49.32489753,49.50885517,49.73019133,49.97285597,50.22348104,50.48217162,50.7427438,50.98436681,51.18590857,51.33667839,51.43659807,51.49537188,51.52594139,51.54434981,51.56189219,51.57922271,51.59441887,51.61505217,51.64885015,51.69978722,51.77156188,51.85983997,51.95161884,52.02898519,52.07978656,52.10119067,52.09848648,52.07816683,52.04879125,52.01654989,51.98213953,51.94482244,51.90667821,51.87017446,51.8366048
Macedonia,MKD,807,Europe & Central Asia,Upper middle income,country,49.39200518,49.38517019,49.38088737,49.37668221,49.36987897,49.35871754,49.34247004,49.32222617,49.30055651,49.28086024,49.26539896,49.25476782,49.24835637,49.24595646,49.24699968,49.251113,49.25803345,49.2680982,49.28201559,49.30078971,49.32496411,49.35493923,49.3899713,49.42858974,49.46858494,49.50825927,49.54684694,49.58453004,49.62198601,49.66033757,49.70040982,49.74286608,49.78702935,49.83088404,49.87115095,49.90524913,49.93154788,49.95082121,49.96603237,49.98144408,50.00012425,50.02317489,50.04948967,50.07699213,50.10252918,50.12389287,50.14052449,50.15333229,50.16328787,50.1719348,50.18039286,50.18892602,50.19721931,50.20527921,50.212972,50.2201878
Madagascar,MDG,450,Sub-Saharan Africa,Upper middle income,country,49.15445454,49.20215307,49.24830094,49.29277605,49.33541627,49.37618073,49.4150448,49.45223121,49.48815153,49.52328382,49.55792017,49.59210704,49.62570388,49.6585128,49.69030352,49.72091898,49.75038598,49.77877977,49.80605648,49.83221591,49.85733748,49.88152717,49.9049258,49.92764477,49.94979588,49.97140099,49.99229373,50.01246274,50.03222631,50.0519921,50.07193103,50.09203441,50.11192607,50.13100426,50.14853041,50.16401381,50.17741575,50.18884115,50.19815426,50.20523407,50.21009144,50.21270015,50.21327939,50.21237991,50.21064982,50.20850289,50.20616825,50.20349717,50.20011745,50.195519,50.18943969,50.18190296,50.1732461,50.16392683,50.15450935,50.14538243
Malawi,MWI,454,Sub-Saharan Africa,Upper middle income,country,51.5878499,51.56463512,51.54426912,51.52562263,51.50728259,51.48819321,51.46799092,51.44662862,51.42387976,51.39959005,51.37367692,51.34619651,51.3171024,51.28621749,51.25332174,51.21840623,51.18206055,51.14489032,51.10694194,51.06808678,51.02844696,50.98616418,50.94191149,50.90128273,50.87189357,50.85765515,50.86097309,50.8757864,50.88925317,50.88777933,50.86435346,50.81587751,50.74624199,50.66471361,50.5866983,50.52477844,50.48417736,50.46063899,50.44699918,50.43287217,50.41160594,50.38171486,50.34647919,50.309872,50.27736992,50.25235636,50.23545301,50.22434919,50.21590946,50.20615454,50.19256154,50.17480677,50.15405305,50.13126519,50.10777614,50.08454722
Malaysia,MYS,458,East Asia & Pacific,Upper middle income,country,49.14623559,49.1627072,49.17780223,49.19494931,49.21796551,49.24891722,49.28837694,49.33452796,49.3840858,49.43274876,49.47735894,49.51761202,49.55381638,49.58451603,49.60824651,49.6242786,49.63109704,49.62940152,49.62316075,49.61744784,49.61502454,49.61868727,49.62575596,49.62758699,49.61332373,49.5772484,49.51752173,49.44069207,49.35920942,49.2882671,49.23715469,49.20975519,49.201534,49.20324909,49.202687,49.19286378,49.17197928,49.14620124,49.12597781,49.12452428,49.07150062,48.99232226,48.91718448,48.84476058,48.79392361,48.73125876,48.67212306,48.6159566,48.56607031,48.51806349,48.474217,48.45502718,48.44018977,48.35190659,48.37473037,48.39832622
Maldives,MDV,462,South Asia,Low income,country,45.55104312,45.72768529,45.8892202,46.06482431,46.29206305,46.59034491,46.97703172,47.42575915,47.85943713,48.17791831,48.32113255,48.27054436,48.0741173,47.81117627,47.58026672,47.4419866,47.40934117,47.45549449,47.5486737,47.645236,47.71799699,47.76114848,47.78966331,47.82080813,47.87547029,47.96651033,48.09229531,48.24213652,48.40682069,48.57471381,48.73756043,48.8967547,49.05169602,49.19009957,49.29812336,49.36828433,49.3957669,49.3890224,49.36735086,49.35635565,49.37228943,49.4199048,49.49112002,49.57490949,49.65507124,49.72029852,49.76915736,49.80523905,49.83054332,49.8474196,49.85852815,49.86356307,49.86268078,49.85830692,49.85409118,49.8519209
Mali,MLI,466,Sub-Saharan Africa,Upper middle income,country,49.44919287,49.50591543,49.56433948,49.62304362,49.68003622,49.73379654,49.78433634,49.83190208,49.87551969,49.91407359,49.94702509,49.9737945,49.99522567,50.01393819,50.03328177,50.0555052,50.08181976,50.1114108,50.1420326,50.17054588,50.19506708,50.21336415,50.22680724,50.2410447,50.26339165,50.29778887,50.34663376,50.40547849,50.46315109,50.50473847,50.52039743,50.50736338,50.47089007,50.41902988,50.36236595,50.30792033,50.25712942,50.20808419,50.15998358,50.11129282,50.0612116,50.01065392,49.9607311,49.91127787,49.86201445,49.8130558,49.76404856,49.71588518,49.67108082,49.63250018,49.60156352,49.57861107,49.56196598,49.54857123,49.53467811,49.51792912
