countryname,countrycode,ISO,region,income level,entity,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
High income: OECD,OEC,996,,,aggregate,51.19144431,51.17518617,51.15950435,51.14697117,51.13995223,51.13987894,51.14530891,51.15242095,51.1548463,51.14820479,51.13037283,51.10557189,51.08035849,51.06428987,51.06463011,51.08449489,51.11965978,51.16227098,51.20115838,51.22828255,51.24121726,51.24242992,51.23514673,51.22441699,51.21387231,51.20409016,51.19381802,51.18308682,51.17130514,51.15812399,51.14333516,51.1280331,51.11253836,51.09737154,51.08314054,51.07002749,51.05801188,51.04719026,51.03736174,51.02816602,51.01996303,51.0127093,51.0059692,50.99926283,50.99217835,50.98441253,50.97633561,50.96745606,50.95794207,50.94778043,50.93707399,50.92521715,50.9133118
Honduras,HND,340,Latin America & Caribbean,Lower middle income,country,49.69346237,49.7023201,49.71060181,49.71819305,49.72509384,49.7311821,49.73643494,49.74132156,49.7462616,49.75155258,49.75746918,49.76380157,49.76977158,49.77445602,49.7774086,49.77840042,49.77806091,49.77775955,49.77914047,49.78321457,49.79028702,49.79973221,49.81040192,49.82083893,49.83015823,49.83825684,49.84568405,49.85310745,49.86137009,49.87107849,49.88205719,49.89413071,49.90771484,49.92332077,49.94112015,49.96071625,49.98150253,50.00309372,50.02502823,50.0466423,50.06843567,50.08957291,50.10679245,50.11611176,50.11525726,50.10329056,50.08219147,50.05615616,50.03065491,50.00933075,49.99324417,49.98112363,49.9713622
Hong Kong,HKG,344,East Asia & Pacific,High income: nonOECD,country,48.68870544,48.67663574,48.67160416,48.68984604,48.7388916,48.82547379,48.94020462,49.05482483,49.12889862,49.13350677,49.06263733,48.93107986,48.75696564,48.56597519,48.37904358,48.19897842,48.02941895,47.88870239,47.79502106,47.75749588,47.78071976,47.85782242,47.97201538,48.09989548,48.22478867,48.3421936,48.45798111,48.57839203,48.71340942,48.87047577,49.0472641,49.24108124,49.45709229,49.69989777,49.96829605,50.26104355,50.56760025,50.86869049,51.145504,51.38967514,51.59923172,51.78152466,51.9496994,52.12014771,52.30212021,52.49963379,52.70476913,52.89984131,53.06142807,53.17431641,53.2328186,53.24502661,53.22679472
Hungary,HUN,348,Europe & Central Asia,Upper middle income,country,51.77574539,51.74874496,51.70893478,51.66721725,51.63152695,51.60351181,51.58086014,51.56283951,51.5476799,51.53411484,51.52291489,51.5149765,51.50927353,51.50439453,51.49961853,51.49390793,51.48829269,51.48652649,51.49363708,51.51291656,51.54612732,51.59163666,51.64513779,51.70018005,51.75187683,51.79821777,51.84040451,51.88046265,51.92177582,51.96668625,52.01538086,52.0663147,52.11809921,52.1688652,52.21726227,52.26283264,52.30568695,52.34576416,52.38312149,52.41765213,52.44948959,52.47820282,52.50247955,52.52059937,52.53148651,52.53444672,52.53026962,52.52126694,52.51068115,52.50089645,52.49285507,52.48606307,52.47972841
Iceland,ISL,352,Europe & Central Asia,High income: OECD,country,49.47293854,49.46506882,49.46037674,49.45687866,49.45253754,49.44725037,49.44161987,49.43596649,49.43225861,49.43099594,49.43250275,49.43631363,49.44319534,49.45350647,49.4677887,49.48583221,49.50752258,49.53195953,49.55791092,49.58509827,49.61283875,49.64074326,49.66802216,49.69306183,49.71562958,49.73519897,49.75189209,49.76659012,49.78015137,49.79319382,49.80515671,49.81588745,49.82677841,49.84087753,49.85866547,49.88244629,49.91019058,49.93468094,49.9461174,49.93848038,49.90917206,49.86215973,49.80701828,49.75679779,49.72046661,49.70085907,49.69454575,49.69617844,49.69853973,49.69595337,49.6876297,49.67578797,49.66179617
India,IND,356,South Asia,Lower middle income,country,48.25172806,48.22268677,48.19604111,48.17277145,48.15340042,48.13834381,48.12701416,48.11782837,48.10877609,48.0986557,48.08685303,48.07419968,48.06263351,48.05466461,48.05178452,48.05426025,48.06097412,48.07034302,48.08031464,48.08946609,48.09747696,48.10466003,48.11106491,48.11688995,48.12227631,48.12716675,48.13147354,48.13527679,48.13868713,48.14180756,48.14473343,48.14751053,48.15015411,48.15264893,48.15503693,48.15731812,48.1596489,48.16239548,48.16599274,48.17073822,48.17667007,48.18368149,48.19166565,48.2004776,48.20997238,48.22016907,48.23099518,48.24213028,48.25317383,48.26385117,48.27407455,48.2839376,48.29357325
Indonesia,IDN,360,East Asia & Pacific,Lower middle income,country,50.2824707,50.26564407,50.24859238,50.23205566,50.21652603,50.20217514,50.18883896,50.17628098,50.16415024,50.15221024,50.14043427,50.12891388,50.11764526,50.10664368,50.09592819,50.08551025,50.07539368,50.0655632,50.05599594,50.04669952,50.03770447,50.02907562,50.02087784,50.01317215,50.00602722,49.9994278,49.9934082,49.98815918,49.98390579,49.98078918,49.97812271,49.97569275,49.9744606,49.97569656,49.97981262,49.98786163,49.99837112,50.00637817,50.0055542,49.99202728,49.96463776,49.92613983,49.88144302,49.83714294,49.79800415,49.76496506,49.73717117,49.71513748,49.69900894,49.68869019,49.68465424,49.68661332,49.69272104
Iran,IRN,364,Middle East & North Africa,Upper middle income,country,48.65948868,48.64215851,48.62786865,48.61717606,48.6102829,48.60647964,48.60497665,48.60561752,48.60827255,48.61246109,48.62012482,48.63034821,48.63713455,48.63316727,48.6150856,48.58052063,48.53503036,48.49200821,48.46770096,48.47120667,48.50429916,48.55945587,48.62509918,48.68732452,48.737854,48.77449417,48.80135345,48.82453918,48.85203171,48.88859177,48.93473053,48.98721313,49.04204178,49.09320068,49.13555145,49.17187119,49.2025528,49.21832657,49.20804596,49.16684341,49.08845901,48.98208237,48.87612534,48.80777359,48.80118942,48.86428452,48.98406982,49.13780212,49.29365921,49.42866898,49.53865051,49.62881967,49.6978805
Iraq,IRQ,368,Middle East & North Africa,Upper middle income,country,49.63419724,49.56692505,49.50091934,49.43719864,49.37662506,49.31998062,49.26765823,49.21953583,49.17518616,49.13430023,49.09867477,49.06872177,49.04159546,49.01386261,48.98443604,48.9502182,48.91493607,48.89125443,48.8944664,48.93259048,49.00725937,49.10965729,49.22475815,49.33377457,49.42415619,49.49383163,49.54637527,49.58253479,49.60434723,49.61373901,49.61029816,49.59493637,49.57231522,49.54795074,49.52552414,49.50671768,49.49085236,49.47629166,49.46063232,49.44263077,49.42197418,49.40031433,49.38063431,49.36654282,49.36016846,49.36195755,49.37044144,49.38337708,49.39778137,49.41153717,49.42414474,49.43602163,49.4472006
Ireland,IRL,372,Europe & Central Asia,High income: OECD,country,49.73392105,49.75206375,49.75891113,49.76170731,49.76566315,49.77234268,49.78026581,49.78805542,49.79329681,49.79446411,49.79205322,49.78755188,49.78158569,49.77498245,49.76860428,49.76215744,49.75650406,49.75501251,49.7617569,49.77927017,49.80833054,49.84741592,49.89398575,49.94445038,49.99606705,50.04827118,50.10105515,50.15261078,50.20069885,50.24335861,50.27912903,50.30752945,50.32879257,50.3437767,50.35309601,50.35876846,50.36066055,50.35490417,50.33649445,50.30337143,50.25217056,50.18810272,50.12733459,50.08996964,50.08782959,50.12614441,50.19632721,50.27965164,50.35098648,50.39349365,50.4025116,50.38508356,50.35078654
Isle of Man,IMN,833,Europe & Central Asia,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,376,Middle East & North Africa,High income: OECD,country,49.33533859,49.38661194,49.43952179,49.48301315,49.51148224,49.52338028,49.52408981,49.52327347,49.53328705,49.5615387,49.6084671,49.66856384,49.73572159,49.80270386,49.86478043,49.92271805,49.97705841,50.02367401,50.05766296,50.07644272,50.08020401,50.07211304,50.05654144,50.03910446,50.02467728,50.01152039,50.00092697,50.00337982,50.03147125,50.09122849,50.18416214,50.30057144,50.42253113,50.52993774,50.61122131,50.66513062,50.69720459,50.71240616,50.71757889,50.71766663,50.7126236,50.70160675,50.68743896,50.67340088,50.66156387,50.65369415,50.64873886,50.64279175,50.63063431,50.60913467,50.57727051,50.53715346,50.49264568
Italy,ITA,380,Europe & Central Asia,High income: OECD,country,51.50814819,51.50491714,51.49504471,51.48124313,51.46570969,51.4487915,51.43063354,51.41299057,51.397892,51.38683701,51.37995911,51.37707901,51.37886429,51.38594818,51.39838409,51.41729355,51.44158554,51.46646881,51.48558426,51.49469757,51.4917717,51.47887421,51.46097565,51.44520187,51.43665695,51.43678284,51.44395065,51.45645523,51.4714241,51.48663712,51.50137711,51.51600647,51.53060532,51.5455246,51.56074524,51.57714844,51.59381866,51.60682297,51.61092377,51.60287094,51.58023453,51.54553986,51.50643539,51.47325897,51.45286942,51.44810867,51.45578384,51.46929169,51.4792366,51.47912598,51.46712112,51.44574425,51.41815309
Jamaica,JAM,388,Latin America & Caribbean,Upper middle income,country,52.05936813,52.17706299,52.26213455,52.2841568,52.22664642,52.07828522,51.85469437,51.59890366,51.3690834,51.20503616,51.12082672,51.10000992,51.11470795,51.12517929,51.10468674,51.04969025,50.97144318,50.87720871,50.77890015,50.68642426,50.59745789,50.51195145,50.44380188,50.4094429,50.41778564,50.47466278,50.57181168,50.68659592,50.78768921,50.85246277,50.87489319,50.86262512,50.8236351,50.77093124,50.71499252,50.65458679,50.58959579,50.53223419,50.49752045,50.49455643,50.52880096,50.59435272,50.67518616,50.74919128,50.80101776,50.82606125,50.82957077,50.81806183,50.80200577,50.78900528,50.78029251,50.77349066,50.76824211
Japan,JPN,392,East Asia & Pacific,High income: OECD,country,50.94366074,50.94509125,50.94597626,50.94807816,50.9523201,50.95978928,50.96922302,50.97657776,50.97661209,50.96625137,50.94404984,50.91265106,50.87800217,50.84790039,50.82754898,50.81861115,50.81908798,50.82595062,50.83468628,50.84215164,50.84738541,50.8515625,50.85620499,50.86359406,50.87515259,50.89162445,50.91189194,50.93331146,50.9522438,50.96623611,50.97419739,50.97736359,50.97848892,50.98149109,50.98915863,51.00217819,51.01959991,51.04055023,51.06352615,51.08731079,51.11190414,51.13738251,51.16267395,51.18648529,51.20795822,51.22654724,51.24259186,51.257267,51.2722702,51.28881836,51.30726624,51.32721173,51.34820377
Jordan,JOR,400,Middle East & North Africa,Upper middle income,country,47.71180725,47.73048401,47.76083374,47.80365753,47.85657883,47.91270828,47.96692657,48.0194397,48.07268524,48.12756348,48.18814468,48.25014877,48.29857635,48.31458282,48.28713226,48.21554947,48.10897064,47.97941971,47.84330368,47.71400452,47.59329987,47.48266983,47.3921814,47.33121109,47.30317688,47.31113815,47.34875107,47.39932632,47.44194031,47.46429443,47.46407318,47.45067596,47.43735886,47.43927002,47.46518707,47.51438522,47.58326721,47.67288971,47.78331757,47.91277313,48.06246185,48.22874832,48.39745331,48.54935455,48.67043304,48.75457001,48.80672455,48.83752823,48.86107254,48.88638306,48.91551208,48.94532291,48.97310195
Kazakhstan,KAZ,398,Europe & Central Asia,Upper middle income,country,51.88547897,51.87966156,51.87317657,51.8674736,51.8633728,51.86171722,51.86206818,51.86250305,51.86045456,51.85447311,51.84341431,51.82862091,51.81388855,51.80415726,51.8024025,51.80965805,51.82369614,51.84014511,51.85304642,51.85819626,51.85556793,51.84654999,51.83034897,51.80633163,51.77486038,51.73538971,51.69017029,51.64549255,51.60907364,51.58618927,51.57715988,51.58069229,51.59814453,51.63077927,51.6787262,51.74491501,51.82749557,51.91491318,51.98999023,52.03922272,52.05660629,52.04571152,52.01427841,51.9743042,51.93488693,51.89706802,51.86001205,51.82814026,51.80623245,51.79725647,51.80323792,51.82277571,51.85113231
Kenya,KEN,404,Sub-Saharan Africa,Low income,country,49.87828827,49.91116714,49.94469833,49.97691345,50.00654602,50.03325653,50.05742645,50.07939148,50.0996666,50.11853409,50.13602066,50.15186691,50.16580582,50.17749023,50.18677139,50.19384003,50.19895172,50.20218277,50.20360947,50.20340729,50.20168304,50.19878769,50.19543839,50.19240952,50.19019318,50.18879318,50.18802261,50.18789291,50.18835831,50.1893158,50.19061661,50.19202805,50.1931839,50.19369125,50.19319534,50.1921196,50.19035721,50.18663406,50.17941666,50.16802597,50.15213394,50.13302994,50.11356735,50.097229,50.08618927,50.08094025,50.08043289,50.08331299,50.08773041,50.09241867,50.09713745,50.10219407,50.10751867
Kiribati,KIR,296,East Asia & Pacific,Lower middle income,country,51.29158783,51.25,51.20785141,51.16746902,51.12325287,51.07924652,51.03484344,50.99393463,50.95659256,50.92339325,50.8953476,50.87139893,50.84920502,50.82620239,50.80365372,50.78033447,50.75567627,50.72994995,50.69985199,50.66409683,50.62245178,50.57713699,50.53007126,50.48548508,50.44653702,50.41595078,50.39261246,50.3683815,50.3338623,50.28434753,50.21633148,50.13481522,50.05443954,49.99601746,49.97250366,49.98903275,50.03620148,50.10247803,50.16773605,50.21863174,50.25337982,50.27447891,50.28670883,50.29459381,50.30286789,50.31157303,50.31851959,50.32267761,50.32200623,50.31562424,50.30327606,50.28575397,50.26624068
Korea,PRK,408,East Asia & Pacific,Low income,country,53.68047714,53.59332657,53.5159874,53.43198013,53.33147049,53.21531677,53.09083557,52.96312332,52.8380928,52.71962357,52.6072464,52.50051117,52.40202713,52.3144722,52.23879242,52.17527008,52.12167358,52.07356644,52.02547455,51.97386932,51.91810226,51.8596344,51.79981995,51.74052429,51.68302917,51.62765503,51.57423401,51.52294159,51.47396088,51.42769241,51.38367081,51.34244537,51.30641937,51.27848053,51.26012421,51.25222397,51.25301361,51.25811386,51.26171494,51.25981522,51.25099182,51.23665237,51.2191391,51.2019577,51.1875267,51.17626953,51.16721344,51.15969086,51.15262222,51.14522934,51.13752365,51.12978587,51.1218422
Kuwait,KWT,414,Middle East & North Africa,High income: nonOECD,country,36.58838654,36.69007492,36.99775696,37.55296707,38.34134674,39.30097961,40.34366989,41.39987564,42.39981842,43.29398346,44.12113571,44.87055588,45.42674637,45.66854477,45.55690002,45.10968781,44.43459702,43.68746185,43.04349899,42.60915375,42.34672928,42.2130127,42.26786423,42.57435226,43.13420868,43.98273849,45.00749969,45.949543,46.54704666,46.66176987,46.20066071,45.16955566,43.68060684,42.08853912,40.84355545,40.24572754,40.23009872,40.56577301,40.91800308,41.09465408,41.08524323,40.9703598,40.79187012,40.61465073,40.48287964,40.39777374,40.33879852,40.29962921,40.27112198,40.2480278,40.22773361,40.21380122,40.21401353
Kyrgyz Republic,KGZ,417,Europe & Central Asia,Lower middle income,country,52.51921844,52.47413254,52.43009567,52.39129257,52.35935974,52.33726501,52.32195663,52.30255127,52.26556015,52.20349121,52.11363983,52.00277328,51.88434601,51.77590179,51.68891907,51.62548828,51.58073044,51.5502243,51.52739334,51.50716782,51.48971176,51.47506714,51.45833206,51.43379211,51.39798355,51.34990692,51.29171371,51.22684479,51.15972137,51.09336472,51.02756119,50.96182251,50.89865494,50.84168243,50.79365158,50.75691986,50.73069382,50.7109642,50.69198608,50.66994858,50.6427002,50.61198425,50.58276749,50.56236649,50.55579758,50.56507492,50.58713913,50.61585999,50.643013,50.66299438,50.67428589,50.67890124,50.67923703
Lao PDR,LAO,418,East Asia & Pacific,Lower middle income,country,50.84311676,50.83000946,50.81411362,50.79568863,50.77490997,50.75217438,50.72770309,50.70144272,50.67324066,50.6432724,50.61159515,50.57875824,50.54574203,50.51350784,50.48226547,50.45186234,50.42164612,50.3908844,50.3590889,50.32612228,50.29364777,50.2622261,50.23002625,50.19443512,50.15452576,50.10862732,50.05964661,50.01586914,49.98735046,49.97966766,49.99565125,50.0303154,50.0723877,50.10780716,50.12836075,50.12922668,50.11585999,50.10219574,50.10641479,50.13923645,50.20534134,50.29619217,50.39308167,50.4707756,50.51237869,50.51298141,50.48077011,50.42806625,50.37168503,50.32305145,50.2843132,50.25198519,50.22440344
Latvia,LVA,428,Europe & Central Asia,High income: nonOECD,country,55.65894699,55.48220062,55.28705597,55.09440994,54.91918564,54.76448441,54.62662888,54.50516891,54.39814377,54.30406189,54.22301102,54.15572357,54.10191345,54.06108475,54.0322113,54.01509857,54.00775909,54.00504684,54.00045013,53.9891243,53.97131729,53.9479332,53.91607666,53.87257385,53.81678772,53.7449646,53.66147232,53.58274841,53.52947235,53.51482773,53.54589844,53.61723328,53.71347809,53.80978394,53.88615036,53.93431473,53.95908356,53.96823502,53.97563934,53.99161911,54.01799774,54.05083847,54.08855057,54.12781525,54.16588211,54.20293045,54.23931122,54.27198029,54.29697037,54.31124878,54.3130188,54.30313508,54.28458136
Lebanon,LBN,422,Middle East & North Africa,Upper middle income,country,49.70125198,49.68227768,49.65969467,49.63516617,49.60996246,49.58678055,49.56645203,49.54660034,49.52419662,49.4989357,49.46585464,49.43012238,49.41159439,49.43445206,49.51226807,49.65374374,49.8487854,50.06896591,50.27186584,50.42536545,50.51585388,50.55307388,50.55540848,50.55115128,50.56002045,50.58798218,50.62720108,50.6667366,50.68954468,50.68418121,50.6430397,50.57423019,50.49895477,50.44262314,50.41804504,50.43650436,50.48562622,50.52597809,50.50372314,50.38771439,50.17319107,49.89558029,49.60754395,49.36196899,49.18468475,49.07411575,49.014534,48.99610138,49.00530243,49.03100586,49.0725441,49.12847404,49.18762473
Lesotho,LSO,426,Sub-Saharan Africa,Lower middle income,country,53.43242645,53.53913498,53.63970566,53.71474457,53.75231171,53.74557495,53.70206451,53.6421051,53.59217834,53.56845474,53.57751846,53.60887146,53.64101028,53.64575195,53.60607147,53.51548386,53.3854866,53.23749924,53.09892654,52.9859581,52.9064064,52.84954453,52.79112244,52.69960403,52.55631256,52.35760117,52.11801529,51.86063385,51.61707306,51.410923,51.2433815,51.1101799,51.02048492,50.98311996,51.00038528,51.07804108,51.2059021,51.35174561,51.47338104,51.54202652,51.5474205,51.4995842,51.41532135,51.32017136,51.23265457,51.15632629,51.0855484,51.01832962,50.95048904,50.8792038,50.8053627,50.73127813,50.65715739
Liberia,LBR,430,Sub-Saharan Africa,Low income,country,49.38902664,49.48332214,49.57102966,49.65051651,49.72082138,49.78181458,49.83450317,49.88030624,49.92095184,49.95780945,49.99128723,50.0214386,50.04841232,50.0724144,50.09357452,50.11228943,50.12877655,50.14297104,50.15464401,50.16366959,50.17007446,50.17435837,50.1775322,50.18085861,50.18516922,50.19029236,50.1958847,50.20240402,50.21038818,50.21972275,50.23140717,50.24424744,50.25292206,50.24995804,50.23109055,50.19681168,50.1533432,50.10807037,50.06625366,50.02911377,49.99536514,49.96282578,49.93015671,49.89664459,49.86274338,49.82939911,49.79748917,49.76755524,49.73960114,49.71326447,49.68822479,49.664295,49.64135482
Libya,LBY,434,Middle East & North Africa,Upper middle income,country,48.65904999,48.64377213,48.6306572,48.61536789,48.59482574,48.56988525,48.54092789,48.50450897,48.45668411,48.39580536,48.31958008,48.23065948,48.13716125,48.04864502,47.96981049,47.90884018,47.86056137,47.80319977,47.71086884,47.57250595,47.38335419,47.16369247,46.95420837,46.8015976,46.73131561,46.7481308,46.83333588,46.95921707,47.08955002,47.2001915,47.28576279,47.35516357,47.4164772,47.481987,47.55969238,47.65018082,47.7490921,47.85338593,47.9587326,48.06211472,48.16578293,48.27127838,48.37465668,48.47089005,48.55819702,48.62822723,48.68594742,48.75722504,48.87553787,49.06022644,49.32364655,49.64901993,49.99080064
Liechtenstein,LIE,438,Europe & Central Asia,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,440,Europe & Central Asia,High income: nonOECD,country,53.80047989,53.69783401,53.59576035,53.49909973,53.41106415,53.33211517,53.26122284,53.19803238,53.14190674,53.09235001,53.04922485,53.01239014,52.98123932,52.95502853,52.93296432,52.91470337,52.89967728,52.88668823,52.8742981,52.86146164,52.84859848,52.83583832,52.82157898,52.80394745,52.78217316,52.75510788,52.72472763,52.69710159,52.68001938,52.67871094,52.69504547,52.72720337,52.77197647,52.82416916,52.87960815,52.93742752,52.99826431,53.06090927,53.12433243,53.18790054,53.2503624,53.31142426,53.37268066,53.43667984,53.50503922,53.57878876,53.65645218,53.7338028,53.80443192,53.86329269,53.90768051,53.93848834,53.95850687
Low & middle income,LMY,993,,,aggregate,49.19615697,49.21909712,49.23911886,49.25419244,49.25939998,49.25268993,49.23800273,49.2187114,49.19995943,49.18528497,49.17579921,49.17089152,49.16892267,49.1688669,49.16994008,49.1718445,49.17477339,49.17820872,49.18196275,49.18612511,49.19044331,49.19423846,49.19794597,49.20148885,49.20429353,49.20620993,49.20736774,49.20832549,49.20970059,49.21149774,49.2139947,49.21740452,49.22156388,49.22619944,49.23162704,49.23826822,49.2458694,49.25369955,49.26080404,49.26635068,49.26962952,49.27142019,49.27281797,49.27512614,49.27911834,49.28515093,49.29263461,49.30081725,49.30867005,49.31486802,49.31998339,49.32336635,49.32614531
Low income,LIC,991,,,aggregate,50.18075029,50.18088667,50.18081886,50.18079873,50.18090857,50.18162665,50.18272991,50.18289714,50.18048108,50.17464482,50.16459446,50.15132363,50.13777518,50.12768406,50.12319946,50.12550039,50.1328128,50.1409327,50.14449186,50.14030753,50.12714096,50.10724289,50.08507448,50.06639362,50.05471505,50.05141534,50.05435821,50.05938056,50.0610811,50.05628596,50.04398592,50.02653406,50.00811442,49.99404124,49.98754537,49.98964426,49.99842607,50.01062548,50.02193989,50.02969911,50.03285593,50.03293848,50.0329119,50.0366744,50.0465212,50.06305894,50.08447393,50.10769702,50.12873251,50.144944,50.15576338,50.16226359,50.16555971
Lower middle income,LMC,992,,,aggregate,49.2363056,49.21472593,49.19534,49.17824501,49.16402976,49.15283745,49.14422825,49.13700219,49.12972338,49.12087367,49.11127412,49.10134698,49.09091804,49.08183811,49.07483269,49.07000231,49.0668642,49.06489803,49.06348083,49.06210846,49.0607528,49.05913706,49.05746134,49.05547865,49.05300479,49.05019305,49.04705785,49.04387683,49.04098621,49.03837066,49.03605376,49.03442109,49.03311455,49.03166234,49.03053663,49.03026484,49.03087852,49.03213428,49.03350147,49.03461905,49.03528561,49.03606031,49.03745417,49.03990147,49.04366963,49.04887636,49.05517649,49.0619244,49.06829351,49.07328093,49.07770385,49.08004065,49.08238976
Luxembourg,LUX,442,Europe & Central Asia,High income: OECD,country,50.69618607,50.7388382,50.75479126,50.76749802,50.79263306,50.83523178,50.88875198,50.94317627,50.98380661,51.00095367,50.99085999,50.96012115,50.92323303,50.89864349,50.89931488,50.9278717,50.97891617,51.04546356,51.11784363,51.18761444,51.25580978,51.32250214,51.3777504,51.40978622,51.41051102,51.37536621,51.30860519,51.22420502,51.14068604,51.07126999,51.0200386,50.98351288,50.95650101,50.93170166,50.90383148,50.87124634,50.83634949,50.80195618,50.7721405,50.74877548,50.73374939,50.72442627,50.71365356,50.69184113,50.65338516,50.59640503,50.52593613,50.45063782,50.38143539,50.32477951,50.28197861,50.2501222,50.22625288
"Macao SAR, China",MAC,446,East Asia & Pacific,High income: nonOECD,country,51.79204559,51.57077789,51.25461578,50.90394592,50.56014633,50.22755432,49.90979385,49.63205719,49.41706467,49.27309799,49.20651627,49.20757294,49.24756241,49.28676987,49.296772,49.26580429,49.20752335,49.14995575,49.13585663,49.19426727,49.32489777,49.50885391,49.73019028,49.97285461,50.22348022,50.4821701,50.74274445,50.98436737,51.18590927,51.33667755,51.43659973,51.49537277,51.52593994,51.54434967,51.56189346,51.57922363,51.59441757,51.61505127,51.64884949,51.69978714,51.771595,51.86018372,51.95191574,52.02925873,52.07978821,52.10063171,52.09729767,52.07653427,52.0475769,52.01654816,51.98451996,51.95040078,51.91595674
Macedonia,MKD,807,Europe & Central Asia,Upper middle income,country,49.3960228,49.39149857,49.38719177,49.38052368,49.3699379,49.35464478,49.33569336,49.31532669,49.29672241,49.28197098,49.27170944,49.26545334,49.26306915,49.26409149,49.26825333,49.27515411,49.28504181,49.29887772,49.31805801,49.34333801,49.3756218,49.4140358,49.45528412,49.49479675,49.52927017,49.55584717,49.57567215,49.59420395,49.61927795,49.65567017,49.70787811,49.77271271,49.83797455,49.88559341,49.902771,49.88272095,49.83263016,49.76993561,49.71803665,49.69239426,49.69817352,49.72906113,49.77442169,49.81843185,49.84976578,49.86543655,49.86969376,49.86713791,49.86498642,49.86847305,49.87860489,49.89335455,49.91120742
Madagascar,MDG,450,Sub-Saharan Africa,Low income,country,49.20215225,49.24830246,49.2927742,49.33541489,49.37618256,49.41504669,49.45223236,49.48815155,49.52328491,49.55791855,49.59210587,49.62570572,49.65851212,49.6903038,49.72092056,49.75038528,49.77877808,49.80605698,49.83221436,49.85733795,49.88152695,49.9049263,49.92764664,49.94979477,49.97140121,49.99229431,50.01246262,50.03222656,50.05199051,50.07192993,50.09203339,50.11192703,50.13100433,50.14852905,50.16401291,50.17741394,50.18884277,50.19815445,50.20523453,50.21009064,50.21269989,50.21327972,50.21237946,50.2106514,50.20850372,50.2061615,50.20347595,50.20008087,50.19548798,50.18943787,50.18195724,50.17336121,50.16408176
Malawi,MWI,454,Sub-Saharan Africa,Low income,country,51.91819,51.91559601,51.91129684,51.90575409,51.89923859,51.89171982,51.88295364,51.87269974,51.86065292,51.84653854,51.8302269,51.81159592,51.79042816,51.76647186,51.7395134,51.7087822,51.67415237,51.63641357,51.59641266,51.554142,51.51142883,51.46693802,51.41482925,51.34902573,51.26855469,51.17523575,51.07670593,50.9826889,50.90053558,50.83184433,50.77448654,50.72427368,50.67775726,50.63177109,50.58499908,50.53824234,50.49274445,50.44860077,50.40538025,50.3625145,50.31970596,50.27705002,50.23466873,50.19292068,50.15219498,50.1125946,50.07418823,50.03729248,50.00216293,49.96887589,49.93742371,49.90764457,49.87920905
Malaysia,MYS,458,East Asia & Pacific,Upper middle income,country,49.16270828,49.17780304,49.1949501,49.21796417,49.24891663,49.28837585,49.33452606,49.38408661,49.43274689,49.47735977,49.51761246,49.55381775,49.58451462,49.60824585,49.62427902,49.63109589,49.62940216,49.62316132,49.6174469,49.61502457,49.61868668,49.62575531,49.62758636,49.61332321,49.57724762,49.5175209,49.4406929,49.35921097,49.28826523,49.23715591,49.21263504,49.21057892,49.21713638,49.21424866,49.19286346,49.14656067,49.08750916,49.04592896,49.05945587,49.15024567,49.32128143,49.55603027,49.83201599,50.11914825,50.39453506,50.65573883,50.90319443,51.12220001,51.29678345,51.41786194,51.48018265,51.49070653,51.46782318
Maldives,MDV,462,South Asia,Upper middle income,country,45.20088959,45.33398819,45.48558426,45.69207001,45.97409821,46.34778595,46.78614426,47.21274567,47.52668762,47.66798019,47.61864471,47.42460632,47.16568756,46.93868256,46.80370331,46.77345657,46.82226181,46.91920471,47.02235794,47.10464096,47.16008377,47.20301819,47.24965668,47.32102203,47.42941666,47.57282639,47.74035263,47.92290497,48.10852051,48.28892899,48.46618652,48.63931274,48.79564667,48.9186821,49.00046921,49.03594208,49.033535,49.0149765,49.00693893,49.02711487,49.08053589,49.1591301,49.25067902,49.33761978,49.40788269,49.4595871,49.49730682,49.52508163,49.54920959,49.57352448,49.59875107,49.62327371,49.64683514
Mali,MLI,466,Sub-Saharan Africa,Low income,country,49.50802994,49.56772614,49.62779236,49.68621063,49.7414856,49.79364014,49.84290314,49.88824463,49.9284935,49.96305466,49.99132919,50.01417923,50.03427505,50.05511093,50.07896805,50.10717773,50.13889694,50.17176819,50.20246124,50.22898102,50.24893951,50.26380539,50.2796936,50.30452347,50.34261703,50.39661789,50.46182251,50.52632523,50.57412338,50.59450912,50.58433914,50.54906845,50.49710846,50.43968582,50.38431549,50.33257294,50.28244781,50.23308945,50.1828537,50.13090515,50.078228,50.02608871,49.9744072,49.92297363,49.87193298,49.82078934,49.77046585,49.72379684,49.68408203,49.65299225,49.63100052,49.6161664,49.6048204
